BranchesFrom	Vessel	VesselType	BodyPart	Sex	Anastomoses	ForBranchesSee	MergedVessel	CoordX	CoordY	BranchSequence	CellType	CellTypeLabel	CellTypeID	Biomarkers	BiomarkersLabel	BiomarkersID	ReferenceURL	Reference	ReferenceDOI	UBERON	FMA	BodyPartUberon	UBERONLabel	FMALabel	PathFromHeart
internal thoracic artery	anterior intercostal artery 2	artery	thoracic wall			anterior intercostal artery	0			5	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/anterior-intercostal-arteries	https://radiopaedia.org/articles/anterior-intercostal-arteries			fma10653	UBERON:0016403		Second anterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 2
internal thoracic artery	anterior intercostal artery 3	artery	thoracic wall			anterior intercostal artery	0			6	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/anterior-intercostal-arteries	https://radiopaedia.org/articles/anterior-intercostal-arteries			fma10654	UBERON:0016403		Third anterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 3
internal thoracic artery	anterior intercostal artery 4	artery	thoracic wall			anterior intercostal artery	0			7	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/anterior-intercostal-arteries	https://radiopaedia.org/articles/anterior-intercostal-arteries			fma10655	UBERON:0016403		Fourth anterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 4
internal thoracic artery	anterior intercostal artery 5	artery	thoracic wall			anterior intercostal artery	0			8	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/anterior-intercostal-arteries	https://radiopaedia.org/articles/anterior-intercostal-arteries			fma10656	UBERON:0016403		Fifth anterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 5
internal thoracic artery	anterior intercostal artery 6	artery	thoracic wall			anterior intercostal artery	0			9	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/anterior-intercostal-arteries	https://radiopaedia.org/articles/anterior-intercostal-arteries			fma10657	UBERON:0016403		Sixth anterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 6
internal thoracic artery	musculophrenic artery	artery	abdominal wall				0			10	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/musculophrenic-artery	https://radiopaedia.org/articles/musculophrenic-artery		UBERON:0006632	fma10645	UBERON:0003697	musculo-phrenic artery	Musculophrenic artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;musculophrenic artery
musculophrenic artery	anterior intercostal artery 7	artery	thoracic wall			anterior intercostal artery	0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/anterior-intercostal-arteries	https://radiopaedia.org/articles/anterior-intercostal-arteries			fma10649	UBERON:0016403		Seventh anterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;musculophrenic artery;anterior intercostal artery 7
musculophrenic artery	anterior intercostal artery 8	artery	thoracic wall			anterior intercostal artery	0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/anterior-intercostal-arteries	https://radiopaedia.org/articles/anterior-intercostal-arteries			fma10650	UBERON:0016403		Eighth anterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;musculophrenic artery;anterior intercostal artery 8
musculophrenic artery	anterior intercostal artery 9	artery	thoracic wall			anterior intercostal artery	0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/anterior-intercostal-arteries	https://radiopaedia.org/articles/anterior-intercostal-arteries			fma10651	UBERON:0016403		Ninth anterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;musculophrenic artery;anterior intercostal artery 9
internal thoracic artery	percardiacophrenic artery	artery	diaphragm				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Pericardiacophrenic_artery	https://en.wikipedia.org/wiki/Pericardiacophrenic_artery			fma3964	UBERON:0001103		Pericardiacophrenic artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;percardiacophrenic artery
internal thoracic artery	perforating branch of internal thoracic artery	artery	thoracic wall				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/perforating-branches-of-internal-thoracic-artery	https://radiopaedia.org/articles/perforating-branches-of-internal-thoracic-artery			fma70370	UBERON:0016403		Perforating branch of internal thoracic artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;perforating branch of internal thoracic artery
perforating branch of internal thoracic artery	medial mammary branch of perforating branch of internal thoracic artery	artery	thoracic wall				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Perforating_branches_of_internal_thoracic_artery	https://en.wikipedia.org/wiki/Perforating_branches_of_internal_thoracic_artery			fma10648	UBERON:0016403		Mammary branch of internal thoracic artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;perforating branch of internal thoracic artery;medial mammary branch of perforating branch of internal thoracic artery
internal thoracic artery	superior epigastric artery	artery	abdominal wall				0			11	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_epigastric_artery	https://en.wikipedia.org/wiki/Superior_epigastric_artery		UBERON:0007153	fma10646	UBERON:0003697	superior epigastric artery	Superior epigastric artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;superior epigastric artery
internal thoracic artery	thymic artery	artery	thymus				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Thymic_branches_of_internal_thoracic_artery	https://en.wikipedia.org/wiki/Thymic_branches_of_internal_thoracic_artery		UBERON:0018243	fma10647	UBERON:0002370	thymic artery	Thymic artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;thymic artery
subclavian artery	thyrocervical trunk	artery	neck				0	50	100	2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Thyrocervical_trunk	https://en.wikipedia.org/wiki/Thyrocervical_trunk			fma3990	UBERON:0000974		Thyrocervical trunk	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk
thyrocervical trunk	inferior thyroid artery	artery	thyroid gland				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Inferior_thyroid_artery	https://en.wikipedia.org/wiki/Inferior_thyroid_artery		UBERON:0007149	fma10662	UBERON:0002046	inferior thyroid artery	Inferior thyroid artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery
inferior thyroid artery	ascending cervical artery	artery	neck				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Inferior_thyroid_artery	https://en.wikipedia.org/wiki/Inferior_thyroid_artery		UBERON:0012322	fma52489	UBERON:0000974	ascending cervical artery	Ascending cervical artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;ascending cervical artery
ascending cervical artery	segmental spinal artery	artery	spinal cord				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/blood-supply-of-the-spinal-cord	https://www.kenhub.com/en/library/anatomy/blood-supply-of-the-spinal-cord				UBERON:0002240			left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;ascending cervical artery;segmental spinal artery
segmental spinal artery	anterior radicular artery	artery	spinal cord				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/			fma4183	UBERON:0002240		Anterior radicular branch of posterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;ascending cervical artery;segmental spinal artery;anterior radicular artery
segmental spinal artery	anterior segmental medullary artery	artery	spinal cord		anterior spinal artery		0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/				UBERON:0002240			left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;ascending cervical artery;segmental spinal artery;anterior segmental medullary artery
segmental spinal artery	artery of Adamkiewicz	artery	spinal cord		anterior spinal artery		0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Artery_of_Adamkiewicz	https://en.wikipedia.org/wiki/Artery_of_Adamkiewicz			fma4183	UBERON:0002240		Anterior radicular branch of posterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;ascending cervical artery;segmental spinal artery;artery of Adamkiewicz
segmental spinal artery	posterior radicular artery	artery	spinal cord				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/			fma4184	UBERON:0002240		Posterior radicular branch of posterior intercostal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;ascending cervical artery;segmental spinal artery;posterior radicular artery
segmental spinal artery	posterior segmental medullary artery	artery	spinal cord		posterior spinal artery		0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/				UBERON:0002240			left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;ascending cervical artery;segmental spinal artery;posterior segmental medullary artery
inferior thyroid artery	inferior laryngeal artery	artery	neck				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Inferior_thyroid_artery	https://en.wikipedia.org/wiki/Inferior_thyroid_artery			fma52492	UBERON:0000974		Inferior laryngeal artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;inferior laryngeal artery
inferior thyroid artery	pharyngeal branches of inferior thyroid artery	artery	neck				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Inferior_thyroid_artery	https://en.wikipedia.org/wiki/Inferior_thyroid_artery			fma71523	UBERON:0000974		Set of pharyngeal branches of inferior thyroid artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;pharyngeal branches of inferior thyroid artery
inferior thyroid artery	tracheal branches of inferior thyroid artery	artery	neck				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Inferior_thyroid_artery	https://en.wikipedia.org/wiki/Inferior_thyroid_artery			fma71525	UBERON:0000974		Set of tracheal branches of inferior thyroid artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;inferior thyroid artery;tracheal branches of inferior thyroid artery
thyrocervical trunk	suprascapular artery	artery	neck				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Suprascapular_artery	https://en.wikipedia.org/wiki/Suprascapular_artery			fma10663	UBERON:0000974		Suprascapular artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;suprascapular artery
thyrocervical trunk	transverse cervical artery	artery	neck				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Transverse_cervical_artery	https://en.wikipedia.org/wiki/Transverse_cervical_artery		UBERON:0012324	fma10664	UBERON:0000974	transverse cervical artery	Transverse cervical artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;transverse cervical artery
transverse cervical artery	deep branch of transverse cervical artery	artery	neck				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Transverse_cervical_artery	https://en.wikipedia.org/wiki/Transverse_cervical_artery			fma79658	UBERON:0000974		Dorsal scapular artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;transverse cervical artery;deep branch of transverse cervical artery
transverse cervical artery	superficial cervical artery	artery	neck				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/transverse-cervical-artery	https://radiopaedia.org/articles/transverse-cervical-artery		UBERON:0001071	fma10665	UBERON:0000974	superficial cervical artery	Superficial cervical artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;transverse cervical artery;superficial cervical artery
subclavian artery	vertebral artery	artery	spinal cord				0	45	110	1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Vertebral_artery	https://en.wikipedia.org/wiki/Vertebral_artery		UBERON:0001535	fma3956	UBERON:0002240	vertebral artery	Vertebral artery	left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery
